table,column,bins,table_column
bmsql_new_order,no_d_id,"[ 1.   1.   1.   1.   1.   2.   2.   2.   2.   2.   2.   3.   3.   3.
  3.   3.   4.   4.   4.   4.   4.   5.   5.   5.   5.   5.   6.   6.
  6.   6.   6.6  7.   7.   7.   7.   8.   8.   8.   8.   8.   8.8  9.
  9.   9.   9.   9.  10.  10.  10.  10.  10. ]",bmsql_new_order.no_d_id
bmsql_new_order,no_o_id,"[2101. 2119. 2137. 2155. 2173. 2191. 2209. 2227. 2245. 2263. 2281. 2299.
 2317. 2335. 2353. 2371. 2389. 2407. 2425. 2443. 2461. 2479. 2497. 2515.
 2533. 2551. 2569. 2587. 2605. 2623. 2641. 2659. 2677. 2695. 2713. 2731.
 2749. 2767. 2785. 2803. 2821. 2839. 2857. 2875. 2893. 2911. 2929. 2947.
 2965. 2983. 3199.]",bmsql_new_order.no_o_id
bmsql_oorder,o_w_id,"[  1.     2.     4.     6.26   8.68  11.    13.    15.    17.    19.
  21.    23.    25.    27.    29.    31.    33.    35.    37.    39.
  41.    43.    45.    47.    49.    51.    53.    55.    57.    59.
  61.    63.    65.    67.    69.    71.    73.    75.    77.    79.
  81.    83.    85.    87.    88.    90.    92.    94.    96.    98.
 100.  ]",bmsql_oorder.o_w_id
bmsql_oorder,o_d_id,"[ 1.   1.   1.   1.   1.   2.   2.   2.   2.   2.   2.   3.   3.   3.
  3.   3.   4.   4.   4.   4.   4.   5.   5.   5.   5.   5.   6.   6.
  6.   6.   6.6  7.   7.   7.   7.   8.   8.   8.   8.   8.   8.8  9.
  9.   9.   9.   9.  10.  10.  10.  10.  10. ]",bmsql_oorder.o_d_id
bmsql_oorder,o_id,"[1.000e+00 6.100e+01 1.210e+02 1.810e+02 2.410e+02 3.010e+02 3.610e+02
 4.210e+02 4.810e+02 5.410e+02 6.010e+02 6.610e+02 7.210e+02 7.810e+02
 8.410e+02 9.010e+02 9.610e+02 1.021e+03 1.081e+03 1.141e+03 1.201e+03
 1.261e+03 1.321e+03 1.381e+03 1.441e+03 1.501e+03 1.561e+03 1.621e+03
 1.681e+03 1.741e+03 1.801e+03 1.861e+03 1.921e+03 1.981e+03 2.041e+03
 2.101e+03 2.161e+03 2.221e+03 2.281e+03 2.341e+03 2.401e+03 2.461e+03
 2.521e+03 2.581e+03 2.641e+03 2.701e+03 2.761e+03 2.821e+03 2.881e+03
 2.941e+03 3.199e+03]",bmsql_oorder.o_id
bmsql_oorder,o_c_id,"[1.00000e+00 6.04200e+01 1.20000e+02 1.80260e+02 2.40680e+02 3.01000e+02
 3.60000e+02 4.20000e+02 4.80000e+02 5.40000e+02 6.00000e+02 6.60000e+02
 7.20040e+02 7.80460e+02 8.40000e+02 9.00000e+02 9.60000e+02 1.02000e+03
 1.08000e+03 1.14000e+03 1.20000e+03 1.26000e+03 1.32000e+03 1.38000e+03
 1.44000e+03 1.50000e+03 1.56000e+03 1.62000e+03 1.68000e+03 1.74000e+03
 1.80000e+03 1.86002e+03 1.92000e+03 1.98000e+03 2.04028e+03 2.10000e+03
 2.16012e+03 2.22000e+03 2.28000e+03 2.34000e+03 2.40000e+03 2.46000e+03
 2.52000e+03 2.58006e+03 2.64048e+03 2.70090e+03 2.76032e+03 2.82074e+03
 2.88016e+03 2.94058e+03 3.00000e+03]",bmsql_oorder.o_c_id
bmsql_oorder,o_carrier_id,"[ 1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  4.  4.
  4.  4.  4.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.
  8.  8.  8.  8.  8.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10.]",bmsql_oorder.o_carrier_id
bmsql_oorder,o_ol_cnt,"[ 5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  8.  8.  8.  8.
  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11. 11. 12. 12. 12. 12.
 12. 13. 13. 13. 13. 14. 14. 14. 14. 14. 15. 15. 15. 15. 15.]",bmsql_oorder.o_ol_cnt
bmsql_oorder,o_all_local,"[0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1.]",bmsql_oorder.o_all_local
bmsql_oorder,o_entry_d,"[1.69766137e+09 1.70273699e+09 1.70273700e+09 1.70273702e+09
 1.70273703e+09 1.70273704e+09 1.70273706e+09 1.70273707e+09
 1.70273708e+09 1.70273709e+09 1.70273710e+09 1.70273711e+09
 1.70273713e+09 1.70273714e+09 1.70273715e+09 1.70273716e+09
 1.70273717e+09 1.70273718e+09 1.70273720e+09 1.70273721e+09
 1.70273722e+09 1.70273723e+09 1.70273724e+09 1.70273725e+09
 1.70273727e+09 1.70273727e+09 1.70273729e+09 1.70273730e+09
 1.70273731e+09 1.70273732e+09 1.70273733e+09 1.70273734e+09
 1.70273735e+09 1.70273736e+09 1.70273738e+09 1.70273738e+09
 1.70273740e+09 1.70273741e+09 1.70273742e+09 1.70273743e+09
 1.70273744e+09 1.70273745e+09 1.70273746e+09 1.70273747e+09
 1.70273749e+09 1.70273749e+09 1.70273751e+09 1.70273752e+09
 1.70273753e+09 1.70273754e+09 1.70273771e+09]",bmsql_oorder.o_entry_d
bmsql_order_line,ol_w_id,"[  1.   3.   4.   6.   8.  10.  12.  14.  16.  18.  20.  22.  24.  26.
  28.  30.  32.  34.  36.  38.  40.  42.  44.  46.  48.  50.  52.  54.
  56.  58.  60.  63.  65.  66.  68.  70.  72.  74.  76.  78.  80.  82.
  84.  86.  88.  90.  92.  94.  96.  98. 100.]",bmsql_order_line.ol_w_id
bmsql_order_line,ol_d_id,"[ 1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  4.  4.  4.
  4.  4.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.  8.
  8.  8.  8.  8.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10.]",bmsql_order_line.ol_d_id
bmsql_order_line,ol_o_id,"[1.000e+00 6.100e+01 1.210e+02 1.810e+02 2.400e+02 3.000e+02 3.610e+02
 4.210e+02 4.800e+02 5.400e+02 6.000e+02 6.600e+02 7.200e+02 7.810e+02
 8.400e+02 9.000e+02 9.610e+02 1.021e+03 1.081e+03 1.141e+03 1.200e+03
 1.260e+03 1.320e+03 1.380e+03 1.440e+03 1.500e+03 1.560e+03 1.620e+03
 1.680e+03 1.740e+03 1.800e+03 1.860e+03 1.920e+03 1.980e+03 2.040e+03
 2.100e+03 2.160e+03 2.220e+03 2.280e+03 2.340e+03 2.400e+03 2.460e+03
 2.521e+03 2.581e+03 2.641e+03 2.701e+03 2.760e+03 2.820e+03 2.880e+03
 2.940e+03 3.199e+03]",bmsql_order_line.ol_o_id
bmsql_order_line,ol_number,"[ 1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  4.  4.
  4.  4.  4.  5.  5.  5.  5.  5.  6.  6.  6.  6.  7.  7.  7.  7.  8.  8.
  8.  8.  9.  9.  9. 10. 10. 10. 11. 11. 12. 12. 13. 14. 15.]",bmsql_order_line.ol_number
bmsql_order_line,ol_i_id,"[1.0000e+00 2.0020e+03 4.0020e+03 5.9970e+03 7.9970e+03 9.9940e+03
 1.1997e+04 1.3996e+04 1.5997e+04 1.7998e+04 1.9997e+04 2.1999e+04
 2.4004e+04 2.5998e+04 2.8003e+04 3.0007e+04 3.2008e+04 3.4008e+04
 3.6006e+04 3.8012e+04 4.0011e+04 4.2015e+04 4.4018e+04 4.6019e+04
 4.8016e+04 5.0014e+04 5.2014e+04 5.4015e+04 5.6016e+04 5.8014e+04
 6.0015e+04 6.2015e+04 6.4015e+04 6.6010e+04 6.8006e+04 7.0008e+04
 7.2011e+04 7.4010e+04 7.6011e+04 7.8010e+04 8.0008e+04 8.2010e+04
 8.4006e+04 8.6003e+04 8.8008e+04 9.0008e+04 9.2007e+04 9.4006e+04
 9.6006e+04 9.8001e+04 1.0000e+05]",bmsql_order_line.ol_i_id
bmsql_order_line,ol_delivery_d,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.70273698e+09
 1.70273699e+09 1.70273702e+09 1.70273703e+09 1.70273705e+09
 1.70273707e+09 1.70273709e+09 1.70273710e+09 1.70273712e+09
 1.70273714e+09 1.70273715e+09 1.70273717e+09 1.70273718e+09
 1.70273720e+09 1.70273722e+09 1.70273723e+09 1.70273725e+09
 1.70273727e+09 1.70273728e+09 1.70273730e+09 1.70273731e+09
 1.70273733e+09 1.70273734e+09 1.70273736e+09 1.70273738e+09
 1.70273739e+09 1.70273741e+09 1.70273742e+09 1.70273744e+09
 1.70273745e+09 1.70273747e+09 1.70273749e+09 1.70273750e+09
 1.70273752e+09 1.70273754e+09 1.70273755e+09]",bmsql_order_line.ol_delivery_d
bmsql_order_line,ol_amount,"[   0.        0.        0.        0.        0.        0.        0.
    0.        0.        0.        0.        0.        0.        0.
    0.        0.        0.        0.        0.        0.        0.
    0.        0.        0.        0.        0.        0.        0.
    0.        0.        0.        0.        0.        0.        0.
    0.      664.26   1330.55   1997.6576 2664.7    3333.06   4001.27
 4668.21   5333.6886 6001.41   6668.85   7335.43   8003.61   8669.57
 9334.86   9999.99  ]",bmsql_order_line.ol_amount
bmsql_order_line,ol_supply_w_id,"[  1.   3.   4.   6.   8.  10.  12.  14.  16.  18.  20.  22.  24.  26.
  28.  30.  32.  34.  36.  38.  40.  42.  44.  46.  48.  50.  52.  54.
  56.  58.  60.  63.  65.  66.  68.  70.  72.  74.  76.  78.  80.  82.
  84.  86.  88.  90.  92.  94.  96.  98. 100.]",bmsql_order_line.ol_supply_w_id
bmsql_order_line,ol_quantity,"[ 1.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.
  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.
  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5. 10.]",bmsql_order_line.ol_quantity
bmsql_order_line,ol_dist_info,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_order_line.ol_dist_info
bmsql_stock,s_w_id,"[  1.     2.98   4.96   6.94   8.92  10.9   12.88  14.86  16.84  18.82
  20.8   22.78  24.76  26.74  28.72  30.7   32.68  34.66  36.64  38.62
  40.6   42.58  44.56  46.54  48.52  50.5   52.48  54.46  56.44  58.42
  60.4   62.38  64.36  66.34  68.32  70.3   72.28  74.26  76.24  78.22
  80.2   82.18  84.16  86.14  88.12  90.1   92.08  94.06  96.04  98.02
 100.  ]",bmsql_stock.s_w_id
bmsql_stock,s_i_id,"[1.000000e+00 2.000980e+03 4.000960e+03 6.000940e+03 8.000920e+03
 1.000090e+04 1.200088e+04 1.400086e+04 1.600084e+04 1.800082e+04
 2.000080e+04 2.200078e+04 2.400076e+04 2.600074e+04 2.800072e+04
 3.000070e+04 3.200068e+04 3.400066e+04 3.600064e+04 3.800062e+04
 4.000060e+04 4.200058e+04 4.400056e+04 4.600054e+04 4.800052e+04
 5.000050e+04 5.200048e+04 5.400046e+04 5.600044e+04 5.800042e+04
 6.000040e+04 6.200038e+04 6.400036e+04 6.600034e+04 6.800032e+04
 7.000030e+04 7.200028e+04 7.400026e+04 7.600024e+04 7.800022e+04
 8.000020e+04 8.200018e+04 8.400016e+04 8.600014e+04 8.800012e+04
 9.000010e+04 9.200008e+04 9.400006e+04 9.600004e+04 9.800002e+04
 1.000000e+05]",bmsql_stock.s_i_id
bmsql_stock,s_quantity,"[ 10.  11.  13.  15.  17.  19.  20.  22.  24.  26.  28.  30.  31.  33.
  35.  37.  39.  40.  42.  44.  46.  48.  50.  51.  53.  55.  57.  59.
  60.  62.  64.  66.  68.  70.  71.  73.  75.  77.  79.  80.  82.  84.
  86.  88.  90.  91.  93.  95.  97.  99. 107.]",bmsql_stock.s_quantity
bmsql_stock,s_ytd,"[      0.       0.       0.       0.       0.       0.       0.       0.
       0.       0.       0.       0.       0.       0.       0.       0.
       0.       0.       0.       0.       0.       0.       0.       0.
       0.       0.       0.       0.       0.       0.       0.       0.
       0.       0.       0.       0.       0.       0.       0.       0.
       0.       0.       0.       0.       0.       0.       0.       0.
       0.       0. 1162550.]",bmsql_stock.s_ytd
bmsql_stock,s_order_cnt,"[     0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0. 116255.]",bmsql_stock.s_order_cnt
bmsql_stock,s_remote_cnt,"[     0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.      0.      0.      0.      0. 104864.]",bmsql_stock.s_remote_cnt
bmsql_stock,s_data,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_data
bmsql_stock,s_dist_01,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_01
bmsql_stock,s_dist_02,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_02
bmsql_stock,s_dist_03,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_03
bmsql_stock,s_dist_04,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_04
bmsql_stock,s_dist_05,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_05
bmsql_stock,s_dist_06,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_06
bmsql_stock,s_dist_07,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_07
bmsql_stock,s_dist_08,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_08
bmsql_stock,s_dist_09,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_09
bmsql_stock,s_dist_10,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_stock.s_dist_10
bmsql_warehouse,w_id,"[  1.     2.98   4.96   6.94   8.92  10.9   12.88  14.86  16.84  18.82
  20.8   22.78  24.76  26.74  28.72  30.7   32.68  34.66  36.64  38.62
  40.6   42.58  44.56  46.54  48.52  50.5   52.48  54.46  56.44  58.42
  60.4   62.38  64.36  66.34  68.32  70.3   72.28  74.26  76.24  78.22
  80.2   82.18  84.16  86.14  88.12  90.1   92.08  94.06  96.04  98.02
 100.  ]",bmsql_warehouse.w_id
bmsql_warehouse,w_tax,"[0.0004   0.007356 0.01144  0.01334  0.01558  0.01887  0.024264 0.028974
 0.032092 0.034384 0.03528  0.037728 0.043868 0.047062 0.04846  0.0575
 0.06484  0.073884 0.078748 0.07982  0.08172  0.084964 0.09216  0.094902
 0.100276 0.1028   0.103236 0.10839  0.11318  0.116664 0.1216   0.125652
 0.127048 0.132902 0.135144 0.13841  0.144896 0.146312 0.148808 0.152322
 0.15522  0.158258 0.164836 0.172322 0.174684 0.17927  0.187848 0.193408
 0.19524  0.1987   0.1997  ]",bmsql_warehouse.w_tax
bmsql_warehouse,w_ytd,"[3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.00000000e+05 3.00000000e+05 3.00000000e+05
 3.00000000e+05 3.24030328e+05 8.12596346e+08]",bmsql_warehouse.w_ytd
bmsql_warehouse,w_zip,"[4.05111110e+07 6.84571110e+07 1.00975111e+08 1.24185111e+08
 1.92547111e+08 2.26031111e+08 2.39667111e+08 2.43341111e+08
 2.55927111e+08 2.60221111e+08 2.76291111e+08 3.10229111e+08
 3.25363111e+08 3.33151111e+08 3.52423111e+08 3.83711111e+08
 3.92363111e+08 4.07265111e+08 4.18551111e+08 4.38397111e+08
 4.90811111e+08 5.11185111e+08 5.24243111e+08 5.52275111e+08
 5.80195111e+08 6.08661111e+08 6.29591111e+08 6.43111111e+08
 6.66963111e+08 6.96151111e+08 7.09451111e+08 7.21211111e+08
 7.30839111e+08 7.38459111e+08 7.47791111e+08 7.64701111e+08
 7.80475111e+08 8.01519111e+08 8.06387111e+08 8.22851111e+08
 8.42691111e+08 8.64273111e+08 8.79683111e+08 9.06529111e+08
 9.24063111e+08 9.42951111e+08 9.52607111e+08 9.67429111e+08
 9.81915111e+08 9.83757111e+08 9.98211111e+08]",bmsql_warehouse.w_zip
bmsql_warehouse,w_state,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_warehouse.w_state
bmsql_warehouse,w_city,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_warehouse.w_city
bmsql_warehouse,w_street_2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_warehouse.w_street_2
bmsql_warehouse,w_street_1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_warehouse.w_street_1
bmsql_warehouse,w_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",bmsql_warehouse.w_name
